Job,Company,City,Salary,Average_salary,Remote,Skills,More_info
Middle/Senior Data Engineer (FINTECH DOMAIN),Sigma Software,Warszawa,18 000 - 23 000 pln,20500.0,Fully remote,"SQL, Spark, Python 3, ",https://justjoin.it/offers/sigma-software-middle-senior-data-engineer-fintech-domain--warszawa-data
Data Engineer (Kafka),Link Group,Warszawa,25 200 - 30 240 pln,27720.0,Fully remote,"Apache Kafka, SQL, PySpark, ",https://justjoin.it/offers/link-group-data-engineer-kafka--warszawa-data
DataBricks Engineer,CRODU,KrakÃ³w,26 880 - 33 600 pln,30240.0,Fully remote,"Databricks, Python, Java, ",https://justjoin.it/offers/crodu-databricks-engineer-krakow-data
Specjalista ds. administracji chmurÄ (Microsoft Azure) (k/m),Polskie Sieci Elektroenergetyczne S.A.,Konstancin-Jeziorna,Undisclosed Salary,Not known,not fully remote,"Cybersecurity, Terraform, ",https://justjoin.it/offers/polskie-sieci-elektroenergetyczne-s-a--specjalista-ds-administracji-chmura-microsoft-azure-k-m--konstancin-jeziorna-data
Data Scientist Engineer,Samsung R&D Institute Poland,Warszawa,Undisclosed Salary,Not known,not fully remote,"PostgreSQL, Grafana, ",https://justjoin.it/offers/samsung-r-d-institute-poland-data-scientist-engineer-warszawa-data
Analytics Engineer,Centrum Respo,Warszawa,15 000 - 21 000 pln,18000.0,Fully remote,"MongoDB, MySQL, Tableau, ",https://justjoin.it/offers/centrum-respo-bi-developer-warszawa-data
Specialist Automatic Data Processing,Headquarters Multinational Corps Northeast,Ustowo,Undisclosed Salary,Not known,not fully remote,"English, Oracle SE, ",https://justjoin.it/offers/headquarters-multinational-corps-northeast-senior-specialist-automatic-data-processing-ustowo-data
Data Engineer (Snowflake & ODI),INSIGHT,WrocÅaw,19 000 - 25 000 pln,22000.0,Fully remote,"Oracle Data Integrator, Oracle, SQL, ",https://justjoin.it/offers/insight-data-warehouse-engineer-wroc-aw-data
Analityk Biznesowo-Systemowy,Asseco Data Systems,Warszawa,Undisclosed Salary,Not known,not fully remote,"XML, ",https://justjoin.it/offers/asseco-data-systems-analityk-biznesowo-systemowy-warszawa-data
SQL Database Developer,Raben Management Services,Robakowo,Undisclosed Salary,Not known,not fully remote,"AIX, English, ",https://justjoin.it/offers/raben-management-services-transport-system-it-specialist-sql-database-developer-robakowo-data
AI/ML Engineer,MindPal,PoznaÅ,7 000 - 10 000 pln,8500.0,Fully remote,"AI, Machine Learning, Big Data, ",https://justjoin.it/offers/mindpal-ai-ml-engineer
Data Visualization Specialist,Sales&More,Warszawa,7 000 - 11 000 pln,9000.0,not fully remote,"Machine Learning, MS Excel, ",https://justjoin.it/offers/sales-more-data-visualization-specialist-warszawa-data
Senior Platform Engineer (Databricks),GetInData | Part of Xebia,Warszawa,25 200 - 31 080 pln,28140.0,Fully remote,"Python, Apache Spark, Databricks, ",https://justjoin.it/offers/getindata-part-of-xebia-senior-platform-engineer-databricks--warszawa-data
Data Quality Engineer,NeoGames,Warszawa,Undisclosed Salary,Not known,not fully remote,"SQL, Cypress, ",https://justjoin.it/offers/neogames-data-quality-engineer-warszawa-data
Senior Data Engineer (Flink),GetInData | Part of Xebia,Warszawa,26 880 - 33 600 pln,30240.0,Fully remote,"Java / Python, Apache Flink, Airflow, ",https://justjoin.it/offers/getindata-part-of-xebia-senior-data-engineer-flink-warszawa-387316
Senior SQL Engineer,10 Ten Gaming LLC,Warszawa,28 000 pln,28000,Fully remote,"Bash, PostgreSQL, Redis, ",https://justjoin.it/offers/10-ten-gaming-llc-senior-sql-engineer
Data Engineer,MindPal,GdaÅsk,13 000 - 20 000 pln,16500.0,Fully remote,"SQL, Scala, Python, ",https://justjoin.it/offers/mindpal-data-engineer
Business Intelligence Developer,Oviva,Warszawa,Undisclosed Salary,Not known,not fully remote,"BigQuery, Redshift, ",https://justjoin.it/offers/oviva-business-intelligence-developer-warszawa-data
Middle/Senior Data Engineer (FINTECH DOMAIN),Sigma Software,Warszawa,18 000 - 23 000 pln,20500.0,Fully remote,"Python 3, SQL, Spark, ",https://justjoin.it/offers/sigma-software-middle-senior-data-engineer-fintech-domain--warszawa-data
EPM Konsultant,IT CONNECT,Warszawa,Undisclosed Salary,Not known,not fully remote,"Azure, BI, ",https://justjoin.it/offers/it-connect-epm-konsultant-warszawa-data
Microsoft Power Platform Engineer,C&F S.A.,Warszawa,Undisclosed Salary,Not known,Fully remote,"English, HTML, RDBMS, ",https://justjoin.it/offers/c-f-s-a--microsoft-power-platform-engineer-warszawa-data
MLOps Engineer in Samsung Ads Project,Samsung R&D Institute Poland,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"Python, Amazon AWS, ",https://justjoin.it/offers/samsung-r-d-institute-poland-mlops-engineer-in-samsung-ads-project-krakow-data-dd1723aa
Machine Learning Engineer in Samsung Ads Project,Samsung R&D Institute Poland,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"Python, SQL, ",https://justjoin.it/offers/samsung-r-d-institute-poland-machine-learning-engineer-in-samsung-ads-project-krakow-data-c87702ba
Data Engineer (Kafka),Link Group,Warszawa,25 200 - 30 240 pln,27720.0,Fully remote,"Apache Kafka, Python, Azure, ",https://justjoin.it/offers/link-group-data-engineer-kafka--warszawa-data
DataBricks Engineer,CRODU,KrakÃ³w,26 880 - 33 600 pln,30240.0,Fully remote,"Python, Azure, Databricks, ",https://justjoin.it/offers/crodu-databricks-engineer-krakow-data
Specjalista ds. administracji chmurÄ (Microsoft Azure) (k/m),Polskie Sieci Elektroenergetyczne S.A.,Konstancin-Jeziorna,Undisclosed Salary,Not known,not fully remote,"Cybersecurity, Terraform, ",https://justjoin.it/offers/polskie-sieci-elektroenergetyczne-s-a--specjalista-ds-administracji-chmura-microsoft-azure-k-m--konstancin-jeziorna-data
Data Scientist Engineer,Samsung R&D Institute Poland,Warszawa,Undisclosed Salary,Not known,not fully remote,"Python, SQL, ",https://justjoin.it/offers/samsung-r-d-institute-poland-data-scientist-engineer-warszawa-data
Analytics Engineer,Centrum Respo,Warszawa,15 000 - 21 000 pln,18000.0,Fully remote,"MongoDB, MySQL, Tableau, ",https://justjoin.it/offers/centrum-respo-bi-developer-warszawa-data
Specialist Automatic Data Processing,Headquarters Multinational Corps Northeast,Ustowo,Undisclosed Salary,Not known,not fully remote,"Active Directory, Oracle SE, ",https://justjoin.it/offers/headquarters-multinational-corps-northeast-senior-specialist-automatic-data-processing-ustowo-data
Data Engineer (Snowflake & ODI),INSIGHT,WrocÅaw,19 000 - 25 000 pln,22000.0,Fully remote,"ELT, Oracle, SQL, ",https://justjoin.it/offers/insight-data-warehouse-engineer-wroc-aw-data
Analityk Biznesowo-Systemowy,Asseco Data Systems,Warszawa,Undisclosed Salary,Not known,not fully remote,"XML, ",https://justjoin.it/offers/asseco-data-systems-analityk-biznesowo-systemowy-warszawa-data
SQL Database Developer,Raben Management Services,Robakowo,Undisclosed Salary,Not known,not fully remote,"PL/SQL, English, ",https://justjoin.it/offers/raben-management-services-transport-system-it-specialist-sql-database-developer-robakowo-data
AI/ML Engineer,MindPal,PoznaÅ,7 000 - 10 000 pln,8500.0,Fully remote,"AI, Machine Learning, Java, ",https://justjoin.it/offers/mindpal-ai-ml-engineer
Data Visualization Specialist,Sales&More,Warszawa,7 000 - 11 000 pln,9000.0,not fully remote,"MS Excel, Machine Learning, ",https://justjoin.it/offers/sales-more-data-visualization-specialist-warszawa-data
Senior Platform Engineer (Databricks),GetInData | Part of Xebia,Warszawa,25 200 - 31 080 pln,28140.0,Fully remote,"Apache Spark, Python, Databricks, ",https://justjoin.it/offers/getindata-part-of-xebia-senior-platform-engineer-databricks--warszawa-data
Data Quality Engineer,NeoGames,Warszawa,Undisclosed Salary,Not known,not fully remote,"SQL, Cypress, ",https://justjoin.it/offers/neogames-data-quality-engineer-warszawa-data
Senior Data Engineer (Flink),GetInData | Part of Xebia,Warszawa,26 880 - 33 600 pln,30240.0,Fully remote,"Java / Python, Apache Flink, Cloud, ",https://justjoin.it/offers/getindata-part-of-xebia-senior-data-engineer-flink-warszawa-387316
Enterprise Technology Lead,Asana,Warszawa,Undisclosed Salary,Not known,not fully remote,"SaaS, Databricks, ",https://justjoin.it/offers/asana-enterprise-technology-lead-warszawa-data-119e1589
EPM Konsultant,IT CONNECT,Warszawa,Undisclosed Salary,Not known,not fully remote,"BI, Azure, ",https://justjoin.it/offers/it-connect-epm-konsultant-warszawa-data
Microsoft Power Platform Engineer,C&F S.A.,Warszawa,Undisclosed Salary,Not known,Fully remote,"English, Power Apps, REST API, ",https://justjoin.it/offers/c-f-s-a--microsoft-power-platform-engineer-warszawa-data
MLOps Engineer in Samsung Ads Project,Samsung R&D Institute Poland,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"Machine Learning, Python, ",https://justjoin.it/offers/samsung-r-d-institute-poland-mlops-engineer-in-samsung-ads-project-krakow-data-dd1723aa
Machine Learning Engineer in Samsung Ads Project,Samsung R&D Institute Poland,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"Python, Data Science, ",https://justjoin.it/offers/samsung-r-d-institute-poland-machine-learning-engineer-in-samsung-ads-project-krakow-data-c87702ba
Data Engineer (Kafka),Link Group,Warszawa,25 200 - 30 240 pln,27720.0,Fully remote,"PySpark, Python, Apache Kafka, ",https://justjoin.it/offers/link-group-data-engineer-kafka--warszawa-data
DataBricks Engineer,CRODU,KrakÃ³w,26 880 - 33 600 pln,30240.0,Fully remote,"Java, Azure, Python, ",https://justjoin.it/offers/crodu-databricks-engineer-krakow-data
Specjalista ds. administracji chmurÄ (Microsoft Azure) (k/m),Polskie Sieci Elektroenergetyczne S.A.,Konstancin-Jeziorna,Undisclosed Salary,Not known,not fully remote,"Cybersecurity, Terraform, ",https://justjoin.it/offers/polskie-sieci-elektroenergetyczne-s-a--specjalista-ds-administracji-chmura-microsoft-azure-k-m--konstancin-jeziorna-data
Data Scientist Engineer,Samsung R&D Institute Poland,Warszawa,Undisclosed Salary,Not known,not fully remote,"Grafana, SQL, ",https://justjoin.it/offers/samsung-r-d-institute-poland-data-scientist-engineer-warszawa-data
Analytics Engineer,Centrum Respo,Warszawa,15 000 - 21 000 pln,18000.0,Fully remote,"MongoDB, MySQL, Tableau, ",https://justjoin.it/offers/centrum-respo-bi-developer-warszawa-data
Specialist Automatic Data Processing,Headquarters Multinational Corps Northeast,Ustowo,Undisclosed Salary,Not known,not fully remote,"Oracle SE, MS SQL, ",https://justjoin.it/offers/headquarters-multinational-corps-northeast-senior-specialist-automatic-data-processing-ustowo-data
Data Engineer (Snowflake & ODI),INSIGHT,WrocÅaw,19 000 - 25 000 pln,22000.0,Fully remote,"Oracle, AWS, Oracle Data Integrator, ",https://justjoin.it/offers/insight-data-warehouse-engineer-wroc-aw-data
Analityk Biznesowo-Systemowy,Asseco Data Systems,Warszawa,Undisclosed Salary,Not known,not fully remote,"XML, ",https://justjoin.it/offers/asseco-data-systems-analityk-biznesowo-systemowy-warszawa-data
SQL Database Developer,Raben Management Services,Robakowo,Undisclosed Salary,Not known,not fully remote,"AIX, English, ",https://justjoin.it/offers/raben-management-services-transport-system-it-specialist-sql-database-developer-robakowo-data
AI/ML Engineer,MindPal,PoznaÅ,7 000 - 10 000 pln,8500.0,Fully remote,"AI, Machine Learning, Big Data, ",https://justjoin.it/offers/mindpal-ai-ml-engineer
Data Visualization Specialist,Sales&More,Warszawa,7 000 - 11 000 pln,9000.0,not fully remote,"Machine Learning, MS Excel, ",https://justjoin.it/offers/sales-more-data-visualization-specialist-warszawa-data
Senior Platform Engineer (Databricks),GetInData | Part of Xebia,Warszawa,25 200 - 31 080 pln,28140.0,Fully remote,"Apache Spark, Python, Databricks, ",https://justjoin.it/offers/getindata-part-of-xebia-senior-platform-engineer-databricks--warszawa-data
Data Quality Engineer,NeoGames,Warszawa,Undisclosed Salary,Not known,not fully remote,"SQL, Cypress, ",https://justjoin.it/offers/neogames-data-quality-engineer-warszawa-data
Power BI Lead,Altimetrik Poland,KrakÃ³w,22 000 - 26 000 pln,24000.0,Fully remote,"SQL, Azure, Power BI, ",https://justjoin.it/offers/altimetrik-poland-power-bi-lead-krakow-data
Senior Data Integration Engineer (Databricks),EPAM Systems,Poland (Remote),Undisclosed Salary,Not known,Fully remote,"Python, SQL, Databricks, ",https://justjoin.it/offers/epam-systems-senior-data-integration-engineer-databricks--poland-remote--data
Senior GenAI Engineer,EPAM Systems,Poland (Remote),Undisclosed Salary,Not known,Fully remote,"LLM, AI, Data, ",https://justjoin.it/offers/epam-systems-senior-genai-engineer-poland-remote--data
"Lead Data Software Engineer (Python, Azure)",EPAM Systems,Poland (Remote),Undisclosed Salary,Not known,Fully remote,"Azure, Databricks, Data modeling, ",https://justjoin.it/offers/epam-systems-lead-data-software-engineer-python-azure--poland-remote--data
DATA Engineer,PAYBACK,Warszawa,Undisclosed Salary,Not known,not fully remote,"Agile, SQL, ",https://justjoin.it/offers/payback-data-engineer-warszawa-data-21e2c0a1
Senior Data Engineer,Akamai Technologies,KrakÃ³w,19 000 - 20 000 pln,19500.0,Fully remote,"Python, Scala, Java, ",https://justjoin.it/offers/akamai-technologies-senior-data-engineer-krakow-data
Senior Machine Learning Engineer,Tooploox,WrocÅaw,20 000 - 25 000 pln,22500.0,Fully remote,"Computer Vision, Machine Learning, Python, ",https://justjoin.it/offers/tooploox-senior-machine-learning-engineer-wroc-aw-data
IPC Developer,Avenga,Warszawa,18 500 - 23 500 pln,21000.0,Fully remote,"SQL, Oracle DB, Informatica Powercenter, ",https://justjoin.it/offers/avenga-ipc-developer-warszawa-data
Enterprise Technology Lead,Asana,Warszawa,Undisclosed Salary,Not known,not fully remote,"Linkedin Sales Navigator, Drift, ",https://justjoin.it/offers/asana-enterprise-technology-lead-warszawa-data-119e1589
EPM Konsultant,IT CONNECT,Warszawa,Undisclosed Salary,Not known,not fully remote,"BI, Azure, ",https://justjoin.it/offers/it-connect-epm-konsultant-warszawa-data
Microsoft Power Platform Engineer,C&F S.A.,Warszawa,Undisclosed Salary,Not known,Fully remote,"English, HTML, RDBMS, ",https://justjoin.it/offers/c-f-s-a--microsoft-power-platform-engineer-warszawa-data
MLOps Engineer in Samsung Ads Project,Samsung R&D Institute Poland,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"Machine Learning, Amazon AWS, ",https://justjoin.it/offers/samsung-r-d-institute-poland-mlops-engineer-in-samsung-ads-project-krakow-data-dd1723aa
Machine Learning Engineer in Samsung Ads Project,Samsung R&D Institute Poland,KrakÃ³w,Undisclosed Salary,Not known,not fully remote,"Machine Learning, SQL, ",https://justjoin.it/offers/samsung-r-d-institute-poland-machine-learning-engineer-in-samsung-ads-project-krakow-data-c87702ba
Data Engineer (Kafka),Link Group,Warszawa,25 200 - 30 240 pln,27720.0,Fully remote,"Azure, SQL, PySpark, ",https://justjoin.it/offers/link-group-data-engineer-kafka--warszawa-data
DataBricks Engineer,CRODU,KrakÃ³w,26 880 - 33 600 pln,30240.0,Fully remote,"Python, Azure, Databricks, ",https://justjoin.it/offers/crodu-databricks-engineer-krakow-data
Specjalista ds. administracji chmurÄ (Microsoft Azure) (k/m),Polskie Sieci Elektroenergetyczne S.A.,Konstancin-Jeziorna,Undisclosed Salary,Not known,not fully remote,"Terraform, Cybersecurity, ",https://justjoin.it/offers/polskie-sieci-elektroenergetyczne-s-a--specjalista-ds-administracji-chmura-microsoft-azure-k-m--konstancin-jeziorna-data
Data Scientist Engineer,Samsung R&D Institute Poland,Warszawa,Undisclosed Salary,Not known,not fully remote,"Linux, Grafana, ",https://justjoin.it/offers/samsung-r-d-institute-poland-data-scientist-engineer-warszawa-data
Analytics Engineer,Centrum Respo,Warszawa,15 000 - 21 000 pln,18000.0,Fully remote,"MongoDB, MySQL, Jupyter Notebooks, ",https://justjoin.it/offers/centrum-respo-bi-developer-warszawa-data
Power BI Lead,Altimetrik Poland,KrakÃ³w,22 000 - 26 000 pln,24000.0,Fully remote,"Azure, SQL, DAX, ",https://justjoin.it/offers/altimetrik-poland-power-bi-lead-krakow-data
Senior Data Integration Engineer (Databricks),EPAM Systems,Poland (Remote),Undisclosed Salary,Not known,Fully remote,"Python, SQL, Databricks, ",https://justjoin.it/offers/epam-systems-senior-data-integration-engineer-databricks--poland-remote--data
Senior GenAI Engineer,EPAM Systems,Poland (Remote),Undisclosed Salary,Not known,Fully remote,"Data, AI, Python, ",https://justjoin.it/offers/epam-systems-senior-genai-engineer-poland-remote--data
"Lead Data Software Engineer (Python, Azure)",EPAM Systems,Poland (Remote),Undisclosed Salary,Not known,Fully remote,"Azure, Databricks, Data modeling, ",https://justjoin.it/offers/epam-systems-lead-data-software-engineer-python-azure--poland-remote--data
DATA Engineer,PAYBACK,Warszawa,Undisclosed Salary,Not known,not fully remote,"JIRA, SQL, ",https://justjoin.it/offers/payback-data-engineer-warszawa-data-21e2c0a1
Senior Data Engineer,Akamai Technologies,KrakÃ³w,19 000 - 20 000 pln,19500.0,Fully remote,"Java, Scala, Python, ",https://justjoin.it/offers/akamai-technologies-senior-data-engineer-krakow-data
Senior Machine Learning Engineer,Tooploox,WrocÅaw,20 000 - 25 000 pln,22500.0,Fully remote,"Python, Computer Vision, Machine Learning, ",https://justjoin.it/offers/tooploox-senior-machine-learning-engineer-wroc-aw-data
IPC Developer,Avenga,Warszawa,18 500 - 23 500 pln,21000.0,Fully remote,"SQL, PL/SQL, Informatica Powercenter, ",https://justjoin.it/offers/avenga-ipc-developer-warszawa-data
Enterprise Technology Lead,Asana,Warszawa,Undisclosed Salary,Not known,not fully remote,"Drift, Linkedin Sales Navigator, ",https://justjoin.it/offers/asana-enterprise-technology-lead-warszawa-data-119e1589
EPM Konsultant,IT CONNECT,Warszawa,Undisclosed Salary,Not known,not fully remote,"AWS, EPM, ",https://justjoin.it/offers/it-connect-epm-konsultant-warszawa-data
Microsoft Power Platform Engineer,C&F S.A.,Warszawa,Undisclosed Salary,Not known,Fully remote,"English, HTML, RDBMS, ",https://justjoin.it/offers/c-f-s-a--microsoft-power-platform-engineer-warszawa-data
